(2535, 1522.788452)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2535, 1522.788208)
(2532.503174, 1522.788208)
(2530.006348, 1522.788208)
(2527.509521, 1522.788208)
(2525.012695, 1522.788208)
(2522.515869, 1522.788208)
(2520.019043, 1522.788208)
(2517.522217, 1522.788208)
(2515.025391, 1522.788208)
(2512.528564, 1522.788208)
(2510.031738, 1522.788208)
(2507.534912, 1522.788208)
(2505.038086, 1522.788208)
(2502.54126, 1522.788208)
(2500.044434, 1522.788208)
(2497.547607, 1522.788208)
(2495.050781, 1522.788208)
(2492.554199, 1522.788208)
(2490.057861, 1522.788086)
(2487.561768, 1522.788086)
(2485.062988, 1522.788086)
(2482.562988, 1522.788086)
(2480.062988, 1522.788086)
(2477.562988, 1522.788086)
(2475.062988, 1522.788208)
(2472.562988, 1522.788208)
(2470.062988, 1522.788208)
(2467.562988, 1522.788208)
(2465.062988, 1522.788208)
(2462.562988, 1522.788208)
(2460.062988, 1522.788208)
(2457.562988, 1522.788208)
(2455.062988, 1522.788208)
(2452.562988, 1522.788208)
(2450.062988, 1522.788208)
(2447.562988, 1522.788208)
(2445.062988, 1522.788208)
(2442.562988, 1522.788208)
(2440.062988, 1522.788208)
(2437.562988, 1522.788208)
(2435.062988, 1522.788208)
(2432.562988, 1522.788208)
(2430.062988, 1522.788208)
(2427.562988, 1522.788208)
(2425.062988, 1522.788208)
(2422.562988, 1522.788208)
(2420.062988, 1522.788086)
(2417.562988, 1522.788086)
(2415.062988, 1522.788086)
(2412.562988, 1522.788086)
(2410.062988, 1522.788086)
(2407.562988, 1522.788208)
(2405.062988, 1522.788208)
(2402.562988, 1522.788208)
(2400.062988, 1522.788208)
(2397.562988, 1522.788208)
(2395.062988, 1522.788208)
(2392.562988, 1522.788208)
(2390.062988, 1522.788208)
(2387.562988, 1522.788208)
(2385.062988, 1522.788208)
(2382.562988, 1522.788208)
(2380.062988, 1522.788208)
(2377.562988, 1522.788208)
(2375.062988, 1522.788208)
(2372.562988, 1522.788208)
(2370.062988, 1522.788208)
(2367.562988, 1522.788208)
(2365.062988, 1522.788208)
(2362.562988, 1522.788208)
(2360.062988, 1522.788208)
(2357.562988, 1522.788086)
(2355.062988, 1522.788086)
(2352.562988, 1522.788086)
(2350.062988, 1522.788086)
(2347.562988, 1522.788086)
(2345.062988, 1522.788086)
(2342.562988, 1522.788086)
(2340.062988, 1522.788208)
(2337.562988, 1522.788208)
(2335.062988, 1522.788208)
(2332.562988, 1522.788208)
(2330.062988, 1522.788208)
(2327.562988, 1522.788208)
(2325.062988, 1522.788208)
(2322.562988, 1522.788208)
(2320.062988, 1522.788208)
(2317.562988, 1522.788208)
(2315.062988, 1522.788208)
(2312.562988, 1522.788208)
(2310.062988, 1522.788208)
(2307.562988, 1522.788208)
(2305.062988, 1522.788208)
(2302.562988, 1522.788208)
(2300.062988, 1522.788208)
(2297.562988, 1522.788208)
(2295.062988, 1522.788208)
(2292.562988, 1522.788086)
(2290.062988, 1522.788086)
(2287.562988, 1522.788086)
(2285.062988, 1522.788086)
(2282.562988, 1522.788086)
(2280.062988, 1522.788086)
(2277.562988, 1522.788086)
(2275.062988, 1522.788208)
(2272.562988, 1522.788208)
(2270.062988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
(2267.562988, 1522.788208)
